person_number,person_name,address,project_list,url,error
469939269,Dr. Markus Abeln,"Medizinische Hochschule Hannover
Institut für Klinische Biochemie
Carl-Neuberg-Straße 1
30625 Hannover",Rolle der Sialoglykane für die Embryonalentwicklung,https://gepris.dfg.de/gepris/person/469939269,
53428357,Professorin Dr. Birgit Abels,"Georg-August-Universität Göttingen
Philosophische Fakultät
Musikwissenschaftliches Seminar
Heinrich Dürker Weg 14
37073 Göttingen","Moving Music. Meaning, Space, Musical Transformation, Materialität, Wissensordnung, Institution. Die Eigenästhetik des Klangarchivs",https://gepris.dfg.de/gepris/person/53428357,
1848791,Professorin Dr. Gabriele Abels,"Eberhard Karls Universität Tübingen
Wirtschafts- und Sozialwissenschaftliche Fakultät
Institut für Politikwissenschaft
Melanchthonstraße 36
72074 Tübingen",Transformation gewaltzentrierter Männlichkeiten nach bewaffneten Konflikten,https://gepris.dfg.de/gepris/person/1848791,
1865345,Professor Dr. Helmut Abels,"Universität Regensburg
Fakultät für Mathematik
Lehrstuhl für Mathematik
93040 Regensburg","Sharp interface limits for diffuse interface models for two-phase flows of viscous incompressible fluids, GRK 2339: IntComSin: Grenzflächen, komplexe Strukturen und singuläre Grenzwerte in der Kontinuumsmechanik - Analysis und Numerik, GRK 1692: Curvature, Cycles, and Cohomology",https://gepris.dfg.de/gepris/person/1865345,
987531,Professor Dr. Herbert Abels,"Universität Bielefeld
Fakultät für Mathematik
Postfach 100131
33501 Bielefeld","Dynamik und Geometrie linearer algebraischer Gruppen, Diophantische Ungleichungen, Gruppen und Gitter",https://gepris.dfg.de/gepris/person/987531,
504639067,Dr. Joscha Abels,"Eberhard Karls Universität Tübingen
Wirtschafts- und Sozialwissenschaftliche Fakultät
Institut für Politikwissenschaft
Melanchthonstraße 36
72074 Tübingen",Infrastrukturen der Globalisierung. Strategien der EU im globalen Wettbewerb um wirtschaftliche Expansion und geoökonomische Kontrolle.,https://gepris.dfg.de/gepris/person/504639067,
1853006,Dr. Monika Abels,Es liegt keine aktuelle Dienstanschrift vor.,"Development of joint attention and declarative pointing in rural and urban Gujarati, Indian and Euro-American toddlers",https://gepris.dfg.de/gepris/person/1853006,
987550,Professor Dr. Werner Abelshauser,"Universität Bielefeld
Fakultät für Geschichtswissenschaft, Philosophie und Theologie
Arbeitsbereich Wirtschaftsgeschichte
Postfach 100131
33501 Bielefeld","GRK 150: Sozialgeschichte von Gruppen, Schichten, Klassen und Eliten, GRK 1049: Archiv, Macht, Wissen - Organisieren, Kontrollieren, Zerstören von Wissensbeständen von der Antike bis zur Gegenwart, GRK 724: Auf dem Weg in die Wissensgesellschaft: Wissenschaft in Anwendungs- und Beratungskontexten, GRK 844: Weltgesellschaft - Die Herstellung und Repräsentation von Globalität",https://gepris.dfg.de/gepris/person/987550,
511876856,Professorin Dr. Julia Abelson,"McMaster University
Centre for Health Economics and Policy Analysis (CHEPA)
1280 Main Street West
Hamilton ON L8S 4K1
Kanada",Entwicklung und Pilotierung eines modularen Evaluationsinstruments für Bürger:innen- und Patient:innenbeteiligung in der Versorgungsforschung: eine mixed-methods Studie,https://gepris.dfg.de/gepris/person/511876856,
243093989,Professorin Dr. Anja-Kristin Abendroth,"Universität Bielefeld
Fakultät für Soziologie
Arbeitsbereich 5: Sozialstruktur und soziale Ungleichheit
Universitätsstraße 25
33615 Bielefeld","Organisationale Ungleichheiten und Wechselwirkungen zwischen Verwirklichungschancen im Berufs- und Privatleben: Eine Untersuchung von Beschäftigten in unterschiedlichen Arbeitsorganisationen, Flexibilität in digitalisierten Arbeitswelten: Die Nutzung und Auswirkungen von Teleheimarbeit und digitaler Arbeitskommunikation im europäischen Ländervergleich",https://gepris.dfg.de/gepris/person/243093989,
405975409,Dr.-Ing. Bettina Abendroth,"Technische Universität Darmstadt
Fachbereich Maschinenbau
Institut für Arbeitswissenschaft
Otto-Berndt -Straße 2
64287 Darmstadt",Teilprojekt 2: Externe Interaktion Modellierung der externen Interaktion mit nicht-automatisierten Akteuren im Straßenverkehr unter dem Einfluss von Migration der Fahrzeugautomatisierung,https://gepris.dfg.de/gepris/person/405975409,
421981596,Dr. Frank Abendroth,"Philipps-Universität Marburg
Fachbereich 15: Chemie
Chemische Biologie
Hans-Meerwein-Straße
35043 Marburg",Protein-PNA Konjugate als konditionelle BRET Plattform für Lebendzell mRNA Imaging und Quantifizierung,https://gepris.dfg.de/gepris/person/421981596,
184388227,Dr.-Ing. Martin Abendroth,"Technische Universität Bergakademie Freiberg
Institut für Mechanik und Fluiddynamik
Lampadiusstraße 4
09599 Freiberg","Modellierung und Bewertung des thermomechanischen Verhaltens von Filterwerkstoffen und Filterstrukturen, Bestimmung der temperaturabhängigen bruch- und schädigungsmechanischen Eigenschaften keramischer Filterwerkstoffe aus Kleinstproben",https://gepris.dfg.de/gepris/person/184388227,
282252469,Professorin Dr. Simone Abendschön,"Justus-Liebig-Universität Gießen
Fachbereich 3 - Sozial- und Kulturwissenschaften
Institut für Politikwissenschaft
Karl-Glöckner-Straße 21 E
35394 Gießen",Demokratie Leben Lernen 2.0 – Politische Sozialisation zu Beginn der Sekundarstufe I,https://gepris.dfg.de/gepris/person/282252469,
551586905,"Temesgen Abera, Ph.D.","Philipps-Universität Marburg
Fachbereich 19: Geographie
Fachgebiet Umweltinformatik
Deutschhausstraße 12
35037 Marburg","Rückkopplungen zwischen Vegetation und Mikroklima im Kontext von Waldstörungen, Bewirtschaftung und Klimawandel im östlichen afromontanen Biodiversitätshotspot: Auswirkungen auf klimatische Mikrorefugien und Artenverbreitung in Afrika",https://gepris.dfg.de/gepris/person/551586905,
432963463,Professorin Dr. Rachel Abercrombie,"Boston University
Department of Earth and Environment
685 Commonwealth Avenue
Boston MA 02215
USA",Bestimmung der Heterogenität von geophysikalischen Eigenschaften und Spannungszustand einer Megathrustverwerfung anhand von Variationen des dynamischen Spannungabfalls: Eine Machbarkeitsstudie in der Nordchilenischen Subduktionszone,https://gepris.dfg.de/gepris/person/432963463,
1580294,Privatdozent Dr. Martin Aberhan,"Museum für Naturkunde
Leibniz-Institut für Evolutions- und Biodiversitätsforschung (MfN)
Invalidenstraße 43
10115 Berlin","Taxonomie jurassischer Bivalven aus Chile und Mexiko, Intrinsic and environmental controls of evolutionary rates in Triassic to Palaeogene marine bivalves, Entwicklung benthischer, mariner Faunen SW-Europas unter klimatischem Stress während des Unteren Jura (Pliensbach-Toarc) (EvoBiv), Die Rolle der thermischen Nischen von Arten während Zeiten globaler Klimaveränderungen in der Erdvergangenheit (ThermNiche), GRK 503: Evolutive Transformationen und Faunenschnitte, Stratigraphie, Faziesentwicklung sowie Invertebraten- und Mikropaläontologie der Tendaguru-Formation (Oberjura und Unterkreide von Tansania, Ostafrika), Die Kreide-Tertiär-Grenze in Patagonien - Paläontologische und sedimentologische Muster im globalen Vergleich, Nachweis und Charakterisierung der Metamorphose bei Paläozoischen temnospondylen Amphibien, Evolution der tropischen marinen Biodiversität: vergleichende Analyse der triassischen Fauna der Cassian Formation mit modernen Faunen, Größenreduktion während hyperthermaler Ereignisse: frühe Warnsignale von Umweltbelastungen oder Anzeichen von Aussterben? (EarlyWarn)",https://gepris.dfg.de/gepris/person/1580294,
1609575,Professor Dr. Hermann Aberle,"Heinrich-Heine-Universität Düsseldorf
Department Biologie
Institut für Funktionelle Zellmorphologie
Universitätsstraße 1
40225 Düsseldorf","Bildung, Aufrechterhaltung und strukturelle Veränderung von Synapsen, Analyse axonaler Lenkungsmechanismen in Drosophila, Identifizierung und Evaluation neuer Gene zur Förderung der axonalen Regeneration, Hochauflösendes Fluoreszenzmikroskop, Regulation der Struktur und des Wachstums von Synapsen",https://gepris.dfg.de/gepris/person/1609575,
1739130,Professor Dr.-Ing. Jochen Aberle,"Technische Universität Braunschweig
Leichtweiß-Institut für Wasserbau
Beethovenstraße 51a
38106 Braunschweig","Floodplain flows: Interaction Flow - Vegetation, Ein kalibriertes und virtuelles Mehrskalen-Wellenmesslabor zur Verbesserung und Ergänzung von Strömungsmessungen: Von der Grundlagenforschung bis zur industriellen Anwendung",https://gepris.dfg.de/gepris/person/1739130,
1869407,Professorin Dr. Nicole Aberle-Malzahn,"Universität Hamburg
Institut für marine Ökosystem- und Fischereiwissenschaften
Abteilung Planktonökologie
Olbersweg 24
22767 Hamburg","Untersuchungen Meereskunde, Trophische Interaktionen, Experimentelle Ökologie, Pelagische Ökosysteme, Der Einfluss von Nährstofflimitationen auf Primär- und Sekundärkonsumenten und die Weitergabe dieses Limitationssignals an höhere trophische Ebenen, GRK 2530: Rolle von Biota im Kohlenstoffkreislauf von Ästuaren",https://gepris.dfg.de/gepris/person/1869407,
504151013,Privatdozent Dr. Claas Abert,"Universität Wien
Fakultät für Physik
Physik Funktioneller Materialien
Boltzmanngasse 5
A-1090 Wien
Österreich","Programmierbare integrierte magneto-phononische Schaltkreise, Physik-informierte Tomographie von chiralen Nanomagneten",https://gepris.dfg.de/gepris/person/504151013,
319144611,Professor Dr.-Ing. Jakob Abeßer,"Otto-Friedrich-Universität Bamberg
Fakultät Wirtschaftsinformatik und Angewandte Informatik
Professur für Computational Humanities
An der Weberei 5
96047 Bamberg",Informierte Klangquellenerkennung in Musik- und Audiosignalen,https://gepris.dfg.de/gepris/person/319144611,
1607893,Professor Dr. Volker Abetz,"Universität Hamburg
Fachbereich Chemie
Institut für Physikalische Chemie
Grindelallee 117
20146 Hamburg","SONS - COMPLEXITY ACROSS LENGTHSCALES IN SOFT MATTER, Einfluss der Verhinderung der Kollagen-Degradation durch MMPs auf den Dentin-Klebeverbund, GRK 2536: Hybridstrukturen auf der Nanometerskala: Chemische Konzepte zur Herstellung heterogener Nanostrukturen mit anisotropen Materialeigenschaften (NANOHYBRID), Übergitter in Blockcopolymeren, Copolymere und Linker als Bausteine für hierarchische Materialien, Oberflächendifferenzierte Mikroemulsionen auf der Basis von amphiphilen ABC-Blockcopolyelektrolyten",https://gepris.dfg.de/gepris/person/1607893,
1907119,Professor Dr. Remi Abgrall,"Universität Zürich
Institut für Mathematik
Winterthurer Straße 190
8057 Zürich
Schweiz","Entwicklung von Navier-Stokes-Lösern auf hybriden Gittern, Homogenized systems for liquid-vapour transition in unsteady compressible two-phase flow, Wirbelstärke-erhaltende Finite-Elemente-Methode für kompressible Euler-Gleichungen auf unstrukturierten Gittern, Dissipation und Entropie-Produktion numerischer Verfahren hoher Ordnung für hyperbolische Erhaltungsgleichungen",https://gepris.dfg.de/gepris/person/1907119,
1697602,Privatdozentin Dr. Angela Abicht,"Klinikum der Universität München
Campus Innenstadt
Friedrich Baur-Institut
Ziemssenstraße 1
80336 München","Molekulare und klinische Charakterisierung kongenitaler myasthener Syndrome (CMS), Novel insights into the pathomechanisms of congenital myasthenic syndromes (CMS), Neue Einblicke in den Pathomechanismus des mitochondrialen DNA Depletionssyndroms",https://gepris.dfg.de/gepris/person/1697602,
987548,Professor Dr. Hans-Peter Abicht,"Martin-Luther-Universität Halle-Wittenberg
Institut für Chemie - Anorganische Chemie
Kurt-Mothes-Straße 2
06120 Halle","Die Herstellung und Charakterisierung von Eigenschaftsgradienten in keramischen Materialien auf der Basis von Bariumtitanat, Entwicklung keramischer Materialien mit definiertem Gradienten der elektromechanischen Eigenschaften, Synthesen und physikalisch-chemische Eigenschaften von ionischen Mischphasen des Systems Ba(Ti,Sn)O3, GRK 415: Defektbestimmte physikalische Eigenschaften, Grenzflächenbestimmte, core-shell-strukturierte BaTiO3-Precursoren - Herstellung, Charakterisierung und Andwendung, Synthesen und physikalisch-chemische Eigenschaften von ionischen Mischphasen des Systems BaTi(OxNy)3",https://gepris.dfg.de/gepris/person/987548,
223983655,Dr. Jan-Michael Abicht,"Klinikum der Universität München
Campus Großhadern
Klinik für Anaesthesiologie
Marchioninistraße 15
81377 München","Kardiale Xenotransplantation, die letzten Schritte zur klinischen Anwendung",https://gepris.dfg.de/gepris/person/223983655,
1410584,Professor Dr.-Ing. Walter Abicht (†),,Verifizierung eines auf synthetisierten Einstrahlungswerten basierenden Simulationsprogrammes für Solarschiffe anhand von gemessenen Einstrahlungswerten,https://gepris.dfg.de/gepris/person/1410584,
1904681,Dr. Malek Abid,"Aix-Marseille Université
Institut de Recherche sur les
Phénomènes Hors Equilibre (IRPHE)
CNRS UMR 138, UMR 6594
49, rue Joliot Curie
13384 Marseille Cedex 13
Frankreich",Numerische Methoden für schwach kompressible reagierende Strömungen mit mehreren Skalen,https://gepris.dfg.de/gepris/person/1904681,
190381329,Ummikalsom Abidin,"Albert-Ludwigs-Universität Freiburg
Institut für Mikrosystemtechnik (IMTEK)
Georges-Köhler-Allee 103
79110 Freiburg","CISM-Kurs ""Computational Fluid-Structure Interaction, International Centre for Mechanical Sciences"" (06.-10.09.10 in Udine/Italien)",https://gepris.dfg.de/gepris/person/190381329,
987535,Professor Dr. Hinrich Abken,"Leibniz-Institut für Immuntherapie
Abteilung für Gen-Immuntherapie
Franz-Josef-Strauß-Allee 11
93053 Regensburg","Herstellung und Charakterisierung von anti-MUC1-scFv-Interleukin-2 Antikörper-Zytokin-Fusionsproteinen für die Immuntherapie zur Aufhebung der MUC1-induzierten, lokalen zellulären Immunsuppression durch MUC1-positive Karzinome, Immunologische Charakterisierung CD7-negativer T-Zellen, Adoptive Immuntherapie mit rekombinanten Rezeptoren: Evaluierung in einem präklinischen Maus-Modell, Antigen driven cooperation of two single-chain receptors (immunoreceptors) to recognize defined antigen patterns by engineered T cells, Mechanismen der onkogenen Kooperation von TCL 1 mit T-Zell Rezeptor vermittelter Signalübertragung in der T-PLL, Hodgkin Lymphom spezifische T-Zell-Aktivierung mit Hilfe chimärer Rezeptoren",https://gepris.dfg.de/gepris/person/987535,
216340795,Professorin Dr. Andrea Ablasser,"École Polytechnique Fédérale de Lausanne
EPFL-SV-GHI
Station 19
CH-1015 Lausanne
Schweiz",EXC 1023: ImmunoSensation: Das immunsensorische System,https://gepris.dfg.de/gepris/person/216340795,
1616425,Dr. Muhamed Bilal Aboalchamat,"Universitätsklinikum Hamburg-Eppendorf
Klinik und Poliklinik für Augenheilkunde
Martinistraße 52
20251 Hamburg",Untersuchung der Alterungsprozesse und physiologischer Eigenschaften humaner kornealer Endothelzellen,https://gepris.dfg.de/gepris/person/1616425,
566968036,Professor Dr. Hassan Abolhassani,"University of Tehran
16th Azar Street
Tehran 1417935840
Iran",Spezialisierte mRNA Translation ist ein Bestandteil der menschlichen T Zell Immunität,https://gepris.dfg.de/gepris/person/566968036,
275495206,Professorin Randa Aboubakr,"Cairo University
PO Box 12613
Cairo
Ägypten",Kairener Graffiti als Spiegel politischer und gesellschaftlicher Umbrüche: Eine Untersuchung ikonographischer Dynamiken und Selbstverortungen junger Künstler_innen (seit 2011),https://gepris.dfg.de/gepris/person/275495206,
440186915,Professor Tarik Abou-Chadi,"University of Oxford
Nuffield College
New Road
Oxford OX1 1NF
Großbritannien",Issue Voting über den Konjunkturzyklus,https://gepris.dfg.de/gepris/person/440186915,
92402938,Dr. Wafa Abouchami,"Max-Planck-Institut für Chemie (Otto-Hahn-Institut)
Hahn-Meitner-Weg 1
55128 Mainz",The lead isotope composition of the Earth´s mantle from double-spike analysis of abyssal peridotites,https://gepris.dfg.de/gepris/person/92402938,
565107691,Dr.-Ing. Mohamed Abouelela,"Technische Universität München (TUM)
TUM School of Engineering and Design
Lehrstuhl für Vernetzte Verkehrssysteme
Arcisstraße 21
80333 München",Neue Methoden zur Untersuchung von Verhalten und Präferenzen für Strategien zur extremen CO2-Vermeidung,https://gepris.dfg.de/gepris/person/565107691,
317023786,"Professorin Alaa Abouelfetouh, Ph.D.","Alexandria University
Faculty of Pharmacy
Department of Microbiology and Immunology
1 el-Khartoum Square
21521 Alexandria
Ägypten",Molekulare Epidemiologie und antimikrobielle Resistenzmechanismen bei Staphylokokken in verschiedenen geographischen Regionen Afrikas,https://gepris.dfg.de/gepris/person/317023786,
206837614,"Professor Mohamed Abouelhoda, Ph.D.","Nile University
Center for Informatics Science
K28 Cairo-Alex Road
12677 Giza
Ägypten","Compressed Suffix Trees: Design, Construction, and Applications",https://gepris.dfg.de/gepris/person/206837614,
72844728,Professor Dr. Rami Abou Jamra,"Universitätsklinikum Leipzig AöR
Institut für Humangenetik
Philipp-Rosenthal-Straße 55
04103 Leipzig","Mosaike und Risikoprädiktion bei Eltern von Kindern mit de novo Varianten (MORNOVA), Identifizierung der ursächlichen Gene bei nicht-syndromaler autosomal-rezessiver mentaler Retardierung., Systematische Charakterisierung von Genen bei autosomal-rezessiver mentaler Retardierung",https://gepris.dfg.de/gepris/person/72844728,
514896796,Professor Dr. Hosam Aboul-Ela,"University of Houston
Houston TX 77004
USA",Dekoloniale Epistemologien? Wissen über Konfliktresolution und Versöhnung (ṣulḥ/muṣālaḥa) in Syrien und Jordanien,https://gepris.dfg.de/gepris/person/514896796,
1551656,Dr. Faikah Abou-Rebyeh,"Medizinische Hochschule Hannover
Zentrum Innere Medizin
Klinik für Nieren- und Hochdruckerkrankungen
Carl-Neuberg-Straße 1
30625 Hannover",Signaltransduktion von PSGL-1,https://gepris.dfg.de/gepris/person/1551656,
1856560,Dr. Zhor Sarah Aboussalam,"Universität Münster
Institut für Geologie und Paläontologie
Corrensstraße 24
48149 Münster","Eovariscan evolution of the southern and northern Prototethys: high-resolution stratigraphy, facies developments, biogeography, and geodynamic interpretation, Devonische Konturite in ozeanischen Passagen zwischen Gondwana und Laurussia",https://gepris.dfg.de/gepris/person/1856560,
987543,Dr. Ahmed Abou-Zeid,"Physikalisch-Technische Bundesanstalt (PTB)
Bundesallee 100
38116 Braunschweig","Profilometrie mit einem Mehrwellenlängen-Diodenlaserinterferometer, Untersuchungen zur Entwicklung eines Absorptionshygrometers auf der Basis eines Diodenlasers mit externem Resonator, Luftbrechzahl, Absolutinterferometrie mit zwei Diodenlasern unter Nutzung der synthetischen Wellenlänge, Untersuchungen zur Entwicklung eines Messverfahrens zur Form- und Durchmessermessung an dünnen Zylindern mittels Mehrwellenlängen-Diodenlaserinterferometrie",https://gepris.dfg.de/gepris/person/987543,
165504448,Professor Gregory D. Abowd,"Georgia Institute of Technology
Health Systems Institute
School of Interactive Computing
828 W. Peachtree St., NW
Atlanta GA 30308-0477
USA",Discriminative Statistical Models for Multi-Modal Behavioral Assessment and Measurement in Social Interactions,https://gepris.dfg.de/gepris/person/165504448,
260441424,Professor Dr. John M. Abowd,"Cornell University
ILR School
Department of Human Resource Studies
173 Ives Faculty Building
Ithaca NY 14853-3901
USA",Maßgefertigte administrative Daten zur Analyse von Arbeitsmärkten (CADAL),https://gepris.dfg.de/gepris/person/260441424,
505082702,"Professor Wesley Abplanalp, Ph.D.","Goethe-Universität Frankfurt am Main
Universitätsklinikum
Zentrum für Molekulare Medizin
Institut für Kardiovaskuläre Regeneration
Theodor-Stern-Kai 7
60596 Frankfurt am Main","Mechanismen der Aortenklappenverkalkung durch klonale Hämatopoese-Mutationen (Projekt A2), Single Cell-Technologien",https://gepris.dfg.de/gepris/person/505082702,
70265331,Dr. Anna Abraham,"University of Georgia
College of Education
110 Carlton Street
Athens GA 30602
USA",Untersuchung neurokognitiver Mechanismen von Kreativität und individueller Unterschiede in kreativen Leistungen,https://gepris.dfg.de/gepris/person/70265331,
36166085,Dr. Christian Abraham,Es liegt keine aktuelle Dienstanschrift vor.,Untersuchung der Regulation von Cdk5 in Neuronen im Modellorganismus Caenorhabditits elegans,https://gepris.dfg.de/gepris/person/36166085,
178400372,Professorin Dr. Erika Ábrahám,"Rheinisch-Westfälische Technische Hochschule Aachen
Informatik 2 - Lehrstuhl Softwaremodellierung und Verifikation
Ahornstraße 2
52056 Aachen","Erreichbarkeitsanalyse für stochastische hybride Systeme, SMT Techniken für arithmetische Theorien, RigorOus dependability analysis using model ChecKing techniques for Stochastic systems (ROCKS), Berechnung von Gegenbeispielen für stochastische Systeme unter Verwendung von Bounded Model Checking, Entwicklung von neuartigen Online-Verfahren zur optimalen Steuerung hybrider Antriebssysteme, Ein Werkzeugkasten für die Erreichbarkeitsanalyse hybrider Systeme mittels geometrischer Approximationen, GRK 2236: Unsicherheit und Randomisierung in Algorithmen, Verifikation und Logik., GRK 1298: Algorithmische Synthese reaktiver und diskret-kontinuierlicher Systeme (AlgoSyn)",https://gepris.dfg.de/gepris/person/178400372,
1604412,Professor Dr. Martin Abraham,"Friedrich-Alexander-Universität Erlangen-Nürnberg
Fachbereich Wirtschaftswissenschaften
Lehrstuhl für Soziologie und Empirische Sozialforschung
Findelgasse 7/9
90402 Nürnberg","Die Rolle sozialer Normen für die Ausgestaltung der Flexibilität am Arbeitsplatz, Die Bedeutung sozialer Einbettung für Konsumentscheidungen privater Akteure, Die Konsequenzen räumlicher Mobilität für Partnerschaft und Familie, Adaption der Berufsaspiration bei Jugendlichen - Wirkung sozialer Herkunft sowie Opportunitäts- und Marktstrukturen: Anpassungsprozesse von Jugendlichen bei der Suche nach einem Ausbildungsberuf, Prekäre Beschäftigung und regionale Mobilität. Eine experimentelle Studie mit dem Faktoriellen Survey-Design, Die Regulierung von Berufen und ihr Einfluss auf die Positionierung im Arbeitsmarkt, Die Arbeitsmarktintegration qualifizierter MigrantInnen im internationalen Vergleich, Eigenschaften digitaler Technologien und Geschlechterungleichheit im Erwerbsleben, Die Entstehung von Reputation in Wirtschaftsbeziehungen, Kompromissbildung und deren Konsequenzen - Pfadabhängigkeiten zwischen Berufsfindung, Bildungsentscheidungen und Ausbildungsverläufen",https://gepris.dfg.de/gepris/person/1604412,
173328694,Dr. Nixon Mundathukudiyil Abraham,"University of Geneva
University Medical Centre
Laboratory of Sensory
Perception and Plasticity
1 Rue Michel Servet
1211 Genf 4
Schweiz",Dissection of genetic and epigentic factors controlling adult born neurons migration,https://gepris.dfg.de/gepris/person/173328694,
987515,Professor Dr. Ulf Abraham,"Otto-Friedrich-Universität Bamberg
Fakultät Geistes- und Kulturwissenschaften
Lehrstuhl für Didaktik der Deutschen Sprache und Literatur
An der Universität 5
96047 Bamberg",Lehren lernen mit Fachspezifischem Unterrichtscoaching durch Lehrpersonen und studentische Peers. Implementation und Wirkungen in heterogenen Praktikumskulturen in der Schweiz und in Deutschland.,https://gepris.dfg.de/gepris/person/987515,
1747226,Dr. Ute Abraham,"Charité - Universitätsmedizin Berlin
Campus Virchow-Klinikum (CVK)
Institut für Medizinische Immunologie
Fachbereich Chronobiologie
Charitéplatz 1
10117 Berlin","Circadiane Uhren im Säugerhirn: sind die suprachiasmatischen Nuklei notwendig, um die circadianen Oszillationen in anderen Hirnbereichen aufrecht zu erhalten?, Die circadiane Uhr im olfaktorischen Bulbus der Säuger: Mechanismen der Entrainments und funktionelle Aspekte",https://gepris.dfg.de/gepris/person/1747226,
987557,Professor Dr. Werner Abraham,"Humboldt-Universität zu Berlin
Mathematisch-Naturwissenschaftliche Fakultät
Institut für Chemie
Brook-Taylor-Straße 2
12489 Berlin","Wirt-Gast-Komplexe mit Cycloheptatrienyl- und Tropylium-Calix[4]arenen, Absolute asymmetrische Synthese, Spektroskopie und Untersuchungen zum Bildungsmechanismus von chiralen, supramolekularen Farbstoffaggregaten, Photoschaltbare Wirte auf der Basis von Calixarenen und Kronenethern, Photoschaltbare Rotaxane auf Acridanbasis, Schaltbare Rotaxane zur Funktionalisierung von Oberflächen",https://gepris.dfg.de/gepris/person/987557,
258417,Dr. Wolf-Rainer Abraham,"Helmholtz-Zentrum für Infektionsforschung GmbH
Arbeitsgruppe Chemische Mikrobiologie
Inhoffenstraße 7
38124 Braunschweig","GRK 653: Pseudomonas: Pathogenicity and Biotechnology, Chemische Funktionalisierung dentaler Implantat-Abutments zur Reduktion der oralen Biofilmbildung",https://gepris.dfg.de/gepris/person/258417,
219254659,Privatdozent Dr. Stefan Abrahamczyk,"Staatliches Museum für Naturkunde Stuttgart - Zentrum für Biodiversitätsforschung
Abteilung Botanik
Rosenstein 1
70191 Stuttgart","Relative Bedeutung von Blütenbesuchern als Bestäuber entlang eines Störungsgradienten, Bestäubungsökologie von Impatiens section Trimorphopetalum (Balsaminaceae) auf Madagaskar - ein Vergleich von Arten mit und ohne Belohnung mit Nektar",https://gepris.dfg.de/gepris/person/219254659,
282707645,Professorin Dr. Naeemah Abrahams,"South African Medical Research Council (SAMRC)
Gender and Health Research Unit
P.O. Box 19070
Cape Town 7505
Südafrika",Die prädiktive Bedeutung langfristiger Cortisolspiegel im Haar für die Entwicklung einer Posttraumatischen Belastungsstörung in Folge einer Vergewaltigung,https://gepris.dfg.de/gepris/person/282707645,
220351501,Dr. Melanie Abram,Es liegt keine aktuelle Dienstanschrift vor.,Funktionelle Rolle des miR-24-1-Clusters im IL-6- und APRIL-abhängigen Überleben von Plasmazellen,https://gepris.dfg.de/gepris/person/220351501,
987545,Professor Dr. Ulrich Abram,"Freie Universität Berlin
Institut für Chemie und Biochemie
Abteilung Anorganische Chemie
Fabeckstraße 34-36
14195 Berlin","Nitridobrücken zwischen Technetium und Hauptgruppenelementen, Technetiumkomplexe mit einfachen anorganischen Liganden, GRK 2260: BIOQIC - Biophysikalisch fundierte, quantitative Bildgebung für die klinische Diagnose, GRK 1582: Fluor als Schlüsselelement: Durch neue Synthesekonzepte zu Verbindungen mit einzigartigen Eigenschaften",https://gepris.dfg.de/gepris/person/987545,
1566079,Dr. Peter Abramenko,"Universität Bielefeld
Fakultät für Mathematik
Postfach 100131
33501 Bielefeld",Mathematik,https://gepris.dfg.de/gepris/person/1566079,
1615567,Professor Dr.-Ing. Michael Abramovici,"Ruhr-Universität Bochum
Fakultät für Maschinenbau
Lehrstuhl für Maschinenbauinformatik
Universitätsstraße 150
44801 Bochum","Globaler Informations- und Dokumentationsassistent für verteilte Produktentwicklungsprozesse komplexer Produkte, Erweiterung des Product Lifecycle Managements durch wissensbasierte Rückführung von Produktnutzungsinformationen in die Produktentwicklung (WiRPro), Semantische Analyse unstrukturierter HLB-Lifecycle Informationen",https://gepris.dfg.de/gepris/person/1615567,
2014600,Professor Dr. Marek A. Abramowicz,"Chalmers University
Department of Astrophysics
412-96 Göteborg
Schweden",Particle emission from galactic objects due to interactions with primordial black holes,https://gepris.dfg.de/gepris/person/2014600,
35899756,Dr. Uwe Abramowski,"Universität Bayreuth
Fachgruppe Geowissenschaften
Geographisches Institut
Lehrstuhl für Geomorphologie
Universitätsstraße 30
95447 Bayreuth",Datierung von Terrrassen mittels in situ 10-Be und optisch stimulierter Lumineszenz,https://gepris.dfg.de/gepris/person/35899756,
93038401,Dr. Sue Abrams,"National Research Council Canada
Plant Biotechnology Institute
Gymnasium Place 110
S7N 0W9 Saskatoon Saskatchewan
Kanada",Associative expression and systems analysis of complex traits in oilseed rape / canola (ASSYST),https://gepris.dfg.de/gepris/person/93038401,
261533140,Professor Dr. Jeff Abramson,"University of California, Los Angeles
Department of Physiology
P.O. Box 915751
Los Angeles CA 90095-1751
USA",Strukturelle und funktionelle Analyse von Apo-Konformationen des Modell Cys-loop-Rezeptors GluCl aus Caenorhabditis elegans,https://gepris.dfg.de/gepris/person/261533140,
1924676,Privatdozentin Dr. Fatima Abrantes,"Portuguese Institute for the Ocean and Atmosphere (IPMA)
Marine Geology and Georesources Division (DivGM)
Rua C ao Aeroporto
1749-077  Lisboa
Portugal","Entwicklung der Azorenfront im Quartär (M 45/5), Sedimentation Processes on the Portuguese Margin: The Role of Continental Climate, Ocean Circulation, Sea Level and Neotectonics",https://gepris.dfg.de/gepris/person/1924676,
